KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
3864,42500,12364,0.540,6672,5.455,17,2013,12,49,Mucho
2727,30000,8727,0.706,6160,2.029,12,2013,12,50,Medio
2188,17500,5091,0.933,4752,0.786,7,2013,12,51,Medio
2500,10000,2909,2.000,5818,0.333,4,2013,12,52,Mucho
0,0,0,0.000,0,0.000,0,2013,12,53,Nada
0,0,0,0.000,0,0.000,0,2014,1,1,Nada
0,0,0,0.000,0,0.000,0,2014,1,2,Nada
3250,32500,9455,1.529,14460,0.000,13,2014,1,3,Mucho
5417,32500,9455,1.238,11706,3.923,13,2014,1,4,Nada
3333,10000,2909,2.000,5818,0.462,4,2014,1,5,Mucho
0,0,0,0.000,0,0.000,0,2014,2,6,Nada
0,0,0,0.000,0,0.000,0,2014,2,7,Nada
0,0,0,0.000,0,0.000,0,2014,2,8,Nada
2500,10000,2909,0.308,895,0.000,4,2014,2,9,Nada
3500,35000,10182,0.737,7502,19.500,14,2014,3,10,Medio
2500,5000,1455,0.182,264,2.000,2,2014,3,11,Nada
3333,20000,5818,1.333,7758,1.500,8,2014,3,12,Medio
2500,7500,2182,0.194,422,0.250,3,2014,3,13,Nada
2500,22500,6545,0.367,2404,6.692,9,2014,3,14,Nada
2500,7500,2182,0.162,354,3.000,3,2014,4,15,Nada
2500,7500,2182,0.194,422,3.400,3,2014,4,16,Nada
3333,10000,2909,0.333,970,2.800,4,2014,4,17,Nada
4167,25000,7273,0.286,2078,3.000,10,2014,4,18,Nada
3333,10000,2909,0.069,201,10.588,4,2014,5,19,Nada
4500,18000,7364,0.113,834,9.333,6,2014,5,20,Nada
3000,9000,3682,0.062,228,7.500,3,2014,5,21,Nada
3000,6000,2455,0.043,107,10.846,2,2014,5,22,Nada
3000,18000,7364,0.143,1052,12.273,6,2014,6,23,Nada
3000,6000,2455,0.053,129,10.636,2,2014,6,24,Nada
3000,9000,3682,0.085,311,11.100,3,2014,6,25,Nada
3000,12000,4909,0.125,614,9.273,4,2014,6,26,Nada
3000,12000,4909,0.143,701,10.000,4,2014,6,27,Nada
3000,24000,9818,0.364,3570,7.091,8,2014,7,28,Nada
3857,27000,11045,0.667,7364,3.375,9,2014,7,29,Medio
2000,6000,2455,0.250,614,1.286,2,2014,7,30,Nada
3000,18000,7364,1.500,11045,1.105,6,2014,7,31,Medio
0,0,0,0.000,0,0.176,0,2014,8,32,Nada
0,0,0,0.000,0,0.375,0,2014,8,33,Nada
0,0,0,0.000,0,0.500,0,2014,8,34,Nada
0,0,0,0.000,0,1.000,0,2014,8,35,Nada
0,0,0,0.000,0,1.000,0,2014,8,36,Nada
3000,9000,2636,0.207,545,1.000,3,2014,9,37,Nada
3000,15000,4394,0.196,862,28.000,5,2014,9,38,Nada
3000,30000,8788,0.571,5022,8.625,10,2014,9,39,Medio
3429,24000,7031,1.000,7031,2.000,8,2014,9,40,Nada
12000,12000,3515,2.000,7031,0.522,4,2014,10,41,Mucho
0,0,0,0.000,0,0.000,0,2014,10,42,Nada
0,0,0,0.000,0,0.000,0,2014,10,43,Nada
0,0,0,0.000,0,0.000,0,2014,10,44,Nada
0,0,0,0.000,0,0.000,0,2014,11,45,Nada
0,0,0,0.000,0,0.000,0,2014,11,46,Nada
0,0,0,0.000,0,0.000,0,2014,11,47,Nada
0,0,0,0.000,0,0.000,0,2014,11,48,Nada
3000,3000,879,-2.000,-1758,0.000,1,2014,11,49,Nada
3000,12000,3515,0.667,2343,-3.000,4,2014,12,50,Medio
3300,33000,9667,1.467,14178,7.800,11,2014,12,51,Nada
3000,21000,6152,0.424,2610,0.375,7,2014,12,52,Medio
3000,15000,4394,0.175,771,4.227,5,2014,12,53,Nada
3000,24000,7030,0.364,2556,3.391,8,2015,1,1,Nada
3375,27000,7909,0.667,5273,2.700,9,2015,1,2,Medio
3000,24000,7030,1.600,11248,1.227,8,2015,1,3,Mucho
3000,3000,879,2.000,1758,0.120,1,2015,1,4,Mucho
3000,6000,1758,0.250,439,0.000,2,2015,1,5,Nada
3600,18000,5273,0.194,1021,4.364,6,2015,2,6,Nada
2400,12000,3515,0.092,323,15.333,4,2015,2,7,Nada
4875,39000,11424,0.377,4305,10.250,13,2015,2,8,Medio
3333,30000,8788,0.435,3821,3.652,10,2015,2,9,Medio
3250,39000,11424,0.441,5034,2.000,13,2015,3,10,Mucho
4091,45000,13182,0.448,5902,3.417,15,2015,3,11,Mucho
3600,54000,15818,1.059,16749,2.053,18,2015,3,12,Medio
4500,27000,7909,2.571,20338,0.522,9,2015,3,13,Mucho
0,0,0,0.000,0,-0.071,0,2015,3,14,Nada
3000,9000,2636,-1.200,-3164,-0.111,3,2015,4,15,Nada
3000,12000,3515,1.333,4687,-1.000,4,2015,4,16,Mucho
3000,12000,3515,0.500,1758,4.286,4,2015,4,17,Nada
4200,21000,6152,2.800,17224,1.636,7,2015,4,18,Medio
0,0,0,0.000,0,-0.200,0,2015,5,19,Nada
3000,15000,4394,0.345,1515,-0.273,5,2015,5,20,Nada
3500,21000,6152,0.264,1625,7.500,7,2015,5,21,Nada
3600,18000,5273,0.207,1091,5.750,6,2015,5,22,Nada
4000,12000,3515,0.121,426,5.833,4,2015,5,23,Nada
3000,15000,4394,0.175,771,5.471,5,2015,6,24,Nada
5000,15000,4394,0.213,935,5.200,5,2015,6,25,Nada
3750,15000,4394,0.270,1188,4.500,5,2015,6,26,Nada
3750,15000,4394,0.370,1627,3.200,5,2015,6,27,Nada
6000,6000,1758,0.200,352,2.200,2,2015,7,28,Nada
0,0,0,0.000,0,2.250,0,2015,7,29,Nada
3000,3000,879,0.118,103,3.857,1,2015,7,30,Nada
3750,15000,4394,0.909,3994,8.000,5,2015,7,31,Medio
3375,27000,7909,-6.000,-47455,1.500,9,2015,8,32,Nada
3333,30000,8788,1.538,13520,-1.200,10,2015,8,33,Mucho
3600,18000,5273,0.375,1977,2.375,6,2015,8,34,Nada
3600,18000,5273,0.308,1622,1.560,6,2015,8,35,Nada
3000,18000,5273,0.429,2260,3.545,6,2015,8,36,Nada
3600,36000,10545,2.400,25309,0.333,12,2015,9,37,Mucho
2750,33000,9667,0.957,9246,1.000,11,2015,9,38,Mucho
3333,30000,8788,1.000,8788,1.552,10,2015,9,39,Nada
3214,45000,13182,2.308,30420,0.455,15,2015,9,40,Mucho
3500,21000,6152,0.519,3190,0.667,7,2015,10,41,Mucho
3750,30000,8788,0.714,6277,1.781,10,2015,10,42,Medio
6750,27000,7909,2.000,15818,0.844,9,2015,10,43,Mucho
3000,12000,3515,0.571,2009,0.000,4,2015,10,44,Medio
3000,15000,4394,0.435,1910,1.826,5,2015,11,45,Nada
4714,33000,9667,0.880,8507,1.500,11,2015,11,46,Mucho
3000,18000,5273,0.462,2434,2.400,6,2015,11,47,Nada
3000,30000,8788,0.714,6277,1.364,10,2015,11,48,Nada
3300,33000,9667,0.361,3486,2.000,11,2015,11,49,Nada
2769,36000,10545,0.324,3420,4.778,12,2015,12,50,Nada
3000,18000,5273,0.214,1130,2.818,6,2015,12,51,Nada
3750,45000,13182,0.566,7461,2.586,15,2015,12,52,Mucho
3000,15000,4394,0.196,862,2.545,5,2015,12,53,Nada
3600,36000,10545,0.706,7444,2.654,12,2016,1,53,Medio
3000,36000,10545,0.857,9039,1.031,12,2016,1,1,Mucho
3000,30000,8788,0.476,4185,1.759,10,2016,1,2,Medio
3667,33000,9667,0.386,3731,2.206,11,2016,1,3,Nada
3600,54000,15818,0.783,12379,2.909,18,2016,1,4,Mucho
4200,42000,12303,2.000,24606,1.077,14,2016,1,5,Medio
3214,45000,13182,1.111,14646,0.000,15,2016,2,6,Mucho
5400,54000,15818,1.000,15818,1.723,18,2016,2,7,Medio
3429,24000,7030,1.600,11248,0.574,8,2016,2,8,Mucho
0,0,0,0.000,0,0.073,0,2016,2,9,Nada
3000,6000,1758,0.114,201,0.115,2,2016,3,10,Nada
3000,30000,8788,0.345,3030,10.200,10,2016,3,11,Nada
3000,15000,4394,0.164,720,6.000,5,2016,3,12,Nada
3000,27000,7909,0.277,2190,6.529,9,2016,3,13,Nada
3375,27000,7909,0.277,2190,3.500,9,2016,4,14,Nada
3000,30000,8788,0.313,2746,4.826,10,2016,4,15,Nada
3500,42000,12303,0.483,5939,2.893,14,2016,4,16,Mucho
3000,12000,3515,0.138,485,2.818,4,2016,4,17,Nada
3300,33000,9667,0.512,4946,2.893,11,2016,5,18,Medio
3000,30000,8788,0.909,7989,1.655,10,2016,5,19,Nada
3000,24000,7030,0.762,5356,0.720,8,2016,5,20,Nada
3300,33000,9667,0.595,5748,1.552,11,2016,5,21,Medio
3000,18000,5273,0.316,1665,2.276,6,2016,5,22,Nada
3600,18000,5273,0.462,2434,1.920,6,2016,6,23,Nada
3750,15000,4394,0.667,2929,1.304,5,2016,6,24,Mucho
3429,24000,7030,0.667,4687,0.882,8,2016,6,25,Nada
3500,42000,12303,0.667,8202,3.000,14,2016,6,26,Mucho
3353,57000,16697,1.407,23499,2.556,19,2016,7,27,Medio
3000,36000,10545,1.600,16873,0.293,12,2016,7,28,Mucho
3429,24000,7030,1.143,8035,0.733,8,2016,7,29,Mucho
3000,6000,1758,1.000,1758,0.231,2,2016,7,30,Mucho
0,0,0,0.000,0,0.136,0,2016,7,31,Nada
3600,36000,10545,3.000,31636,0.300,12,2016,8,32,Mucho
4500,18000,5273,1.500,7909,1.500,6,2016,8,33,Medio
0,0,0,0.000,0,0.167,0,2016,8,34,Nada
3429,24000,7030,1.333,9374,0.167,8,2016,8,35,Mucho
3429,24000,7030,1.143,8035,2.357,8,2016,9,36,Nada
6000,6000,1758,1.000,1758,0.563,2,2016,9,37,Mucho
0,0,0,0.000,0,0.167,0,2016,9,38,Nada
3600,18000,5273,0.857,4519,0.300,6,2016,9,39,Mucho
