KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
2000,2000,773,0.286,221,1.500,1,2013,12,49,Nada
2000,2000,773,0.400,309,1.500,1,2013,12,50,Mucho
0,0,0,0.000,0,1.200,0,2013,12,51,Nada
2000,8000,3091,0.000,0,3.000,4,2013,12,52,Nada
2000,2000,773,0.000,0,-1.200,1,2013,12,53,Nada
2000,4000,1545,2.000,3091,1.200,2,2014,1,1,Medio
0,0,0,0.000,0,0.000,0,2014,1,2,Nada
0,0,0,0.000,0,0.000,0,2014,1,3,Nada
0,0,0,0.000,0,0.000,0,2014,1,4,Nada
0,0,0,0.000,0,0.000,0,2014,1,5,Nada
0,0,0,0.000,0,0.000,0,2014,2,6,Nada
0,0,0,0.000,0,0.000,0,2014,2,7,Nada
2000,4000,1545,1.333,2061,0.000,2,2014,2,8,Mucho
2000,6000,2318,2.000,4636,4.500,3,2014,2,9,Medio
0,0,0,0.000,0,0.000,0,2014,3,10,Nada
0,0,0,0.000,0,2.400,0,2014,3,11,Nada
4000,4000,1455,0.667,970,4.000,2,2014,3,12,Nada
0,0,0,0.000,0,3.000,0,2014,3,13,Nada
2000,4000,1455,2.000,2909,3.000,2,2014,3,14,Medio
0,0,0,0.000,0,0.000,0,2014,4,15,Nada
0,0,0,0.000,0,0.000,0,2014,4,16,Nada
0,0,0,0.000,0,0.000,0,2014,4,17,Nada
0,0,0,0.000,0,0.000,0,2014,4,18,Nada
0,0,0,0.000,0,0.000,0,2014,5,19,Nada
0,0,0,0.000,0,0.000,0,2014,5,20,Nada
0,0,0,0.000,0,0.000,0,2014,5,21,Nada
0,0,0,0.000,0,0.000,0,2014,5,22,Nada
2000,2000,727,0.500,364,0.000,1,2014,6,23,Medio
2000,2000,727,0.286,208,12.000,1,2014,6,24,Nada
4000,4000,1455,1.000,1455,4.500,2,2014,6,25,Medio
0,0,0,0.000,0,0.750,0,2014,6,26,Nada
0,0,0,0.000,0,1.000,0,2014,6,27,Nada
2000,2000,727,2.000,1455,1.500,1,2014,7,28,Medio
0,0,0,0.000,0,0.000,0,2014,7,29,Nada
0,0,0,0.000,0,0.000,0,2014,7,30,Nada
0,0,0,0.000,0,15.000,0,2014,7,31,Nada
0,0,0,0.000,0,1.000,0,2014,8,32,Nada
1000,2000,727,0.222,162,1.000,1,2014,8,33,Nada
0,0,0,0.000,0,12.000,0,2014,8,34,Nada
2000,2000,727,0.118,86,27.000,1,2014,8,35,Nada
2000,2000,727,0.133,97,12.000,1,2014,8,36,Nada
2000,6000,2182,0.545,1190,10.500,3,2014,9,37,Nada
2667,8000,2909,2.000,5818,2.400,4,2014,9,38,Nada
0,0,0,0.000,0,0.000,0,2014,9,39,Nada
0,0,0,0.000,0,0.000,0,2014,9,40,Nada
2000,2000,727,1.000,727,0.000,1,2014,10,41,Mucho
2000,2000,727,0.667,485,6.000,1,2014,10,42,Nada
0,0,0,0.000,0,1.500,0,2014,10,43,Nada
0,0,0,0.000,0,1.500,0,2014,10,44,Nada
2000,2000,727,2.000,1455,3.000,1,2014,11,45,Medio
0,0,0,0.000,0,0.000,0,2014,11,46,Nada
2000,6000,2182,0.667,1455,18.000,3,2014,11,47,Nada
2000,4000,1455,1.000,1455,2.250,2,2014,11,48,Medio
0,0,0,0.000,0,0.600,0,2014,11,49,Nada
2000,12000,4364,1.333,5818,3.600,6,2014,12,50,Medio
2000,4000,1455,1.000,1455,1.125,2,2014,12,51,Medio
2000,2000,727,2.000,1455,0.375,1,2014,12,52,Mucho
0,0,0,0.000,0,0.000,0,2014,12,53,Nada
0,0,0,0.000,0,0.000,0,2015,1,1,Nada
0,0,0,0.000,0,0.000,0,2015,1,2,Nada
0,0,0,0.000,0,0.000,0,2015,1,3,Nada
0,0,0,0.000,0,1.000,0,2015,1,4,Nada
0,0,0,0.000,0,1.000,0,2015,1,5,Nada
2000,4000,1455,1.000,1455,1.000,2,2015,2,6,Medio
0,0,0,0.000,0,1.500,0,2015,2,7,Nada
0,0,0,0.000,0,1.500,0,2015,2,8,Nada
0,0,0,0.000,0,1.500,0,2015,2,9,Nada
2000,2000,727,2.000,1455,1.000,1,2015,3,10,Medio
4000,4000,1455,1.333,1939,0.000,2,2015,3,11,Mucho
2000,2000,727,0.400,291,3.000,1,2015,3,12,Nada
2000,2000,727,0.667,485,1.500,1,2015,3,13,Mucho
2000,2000,727,2.000,1455,0.750,1,2015,3,14,Medio
0,0,0,0.000,0,0.000,0,2015,4,15,Nada
0,0,0,0.000,0,0.000,0,2015,4,16,Nada
0,0,0,0.000,0,0.000,0,2015,4,17,Nada
0,0,0,0.000,0,0.000,0,2015,4,18,Nada
0,0,0,0.000,0,0.000,0,2015,5,19,Nada
0,0,0,0.000,0,0.000,0,2015,5,20,Nada
0,0,0,0.000,0,0.000,0,2015,5,21,Nada
2000,2000,727,0.222,162,1.000,1,2015,5,22,Nada
