KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
20694,372500,96742,0.667,64495,1.024,28,2013,12,49,Mucho
20032,621000,157333,0.920,144747,0.884,46,2013,12,50,Mucho
24750,594000,142667,0.284,40499,1.912,44,2013,12,51,Nada
20732,580500,139424,0.164,22926,6.051,43,2013,12,52,Nada
44763,850500,204273,0.249,50766,6.429,63,2013,12,53,Medio
22500,135000,32424,0.046,1494,4.440,10,2014,1,1,Nada
27000,459000,110242,0.174,19222,5.483,34,2014,1,2,Nada
17550,351000,84303,0.158,13284,4.991,26,2014,1,3,Nada
22179,310500,74576,0.164,12208,6.514,23,2014,1,4,Nada
24300,364500,87545,0.234,20465,4.663,27,2014,1,5,Nada
25579,486000,116727,0.429,50026,4.026,36,2014,2,6,Medio
40500,972000,233455,1.091,254678,2.302,72,2014,2,7,Medio
25239,580500,139424,0.480,66986,1.467,43,2014,2,8,Nada
33750,472500,113485,0.279,31649,2.245,35,2014,2,9,Nada
34630,796500,191302,0.544,104026,2.760,59,2014,3,10,Mucho
21600,432000,103757,0.508,52702,1.730,32,2014,3,11,Nada
17654,229500,55121,0.204,11222,1.119,17,2014,3,12,Nada
20925,418500,100515,0.297,29818,3.333,31,2014,3,13,Nada
32063,513000,123212,0.328,40363,3.338,38,2014,3,14,Nada
42000,378000,90788,0.217,19706,4.988,28,2014,4,15,Nada
20864,229500,55121,0.160,8799,3.557,17,2014,4,16,Nada
32192,418500,100515,0.376,37769,3.542,31,2014,4,17,Nada
42058,1093500,262635,1.434,376522,2.645,81,2014,4,18,Medio
24750,148500,35667,0.129,4589,1.070,11,2014,5,19,Nada
25650,256500,61606,0.165,10134,3.049,19,2014,5,20,Nada
27000,54000,12970,0.038,499,2.865,4,2014,5,21,Nada
37800,189000,45394,0.147,6690,9.000,14,2014,5,22,Nada
22500,337500,81061,0.331,26841,7.135,25,2014,6,23,Nada
43875,175500,41544,0.119,4955,4.395,13,2014,6,24,Nada
20250,121500,27360,0.060,1636,8.942,9,2014,6,25,Nada
28227,310500,69920,0.171,11957,9.319,23,2014,6,26,Nada
45900,229500,51680,0.148,7673,8.200,17,2014,6,27,Nada
20250,162000,36480,0.120,4378,6.490,12,2014,7,28,Nada
42750,513000,115520,0.507,58530,5.423,38,2014,7,29,Medio
33750,202500,47422,0.207,9811,2.507,15,2014,7,30,Nada
43615,567000,136182,0.618,84112,4.108,42,2014,7,31,Medio
31500,472500,113485,1.186,134643,1.484,35,2014,8,32,Mucho
30600,459000,95909,0.716,68651,0.391,34,2014,8,33,Medio
32684,621000,119182,0.438,52213,2.243,46,2014,8,34,Medio
18000,216000,41455,0.134,5574,3.313,16,2014,8,35,Nada
38250,459000,88091,0.362,31863,3.469,34,2014,8,36,Nada
27000,432000,82909,0.525,43493,2.406,32,2014,9,37,Nada
50625,202500,38864,0.400,15545,1.646,15,2014,9,38,Nada
36818,405000,77727,2.000,155455,1.111,30,2014,9,39,Medio
0,0,0,0.000,0,0.000,0,2014,9,40,Nada
0,0,0,0.000,0,0.000,0,2014,10,41,Nada
0,0,0,0.000,0,0.000,0,2014,10,42,Nada
0,0,0,0.000,0,0.000,0,2014,10,43,Nada
0,0,0,0.000,0,0.000,0,2014,10,44,Nada
0,0,0,0.000,0,0.000,0,2014,11,45,Nada
0,0,0,0.000,0,0.000,0,2014,11,46,Nada
0,0,0,0.000,0,0.000,0,2014,11,47,Nada
0,0,0,0.000,0,0.000,0,2014,11,48,Nada
0,0,0,0.000,0,0.000,0,2014,11,49,Nada
0,0,0,0.000,0,0.000,0,2014,12,50,Nada
0,0,0,0.000,0,0.000,0,2014,12,51,Nada
0,0,0,0.000,0,0.000,0,2014,12,52,Nada
0,0,0,0.000,0,0.000,0,2014,12,53,Nada
0,0,0,0.000,0,0.000,0,2015,1,1,Nada
0,0,0,0.000,0,0.000,0,2015,1,2,Nada
0,0,0,0.000,0,0.000,0,2015,1,3,Nada
0,0,0,0.000,0,0.000,0,2015,1,4,Nada
0,0,0,0.000,0,0.000,0,2015,1,5,Nada
0,0,0,0.000,0,0.000,0,2015,2,6,Nada
0,0,0,0.000,0,0.000,0,2015,2,7,Nada
0,0,0,0.000,0,0.000,0,2015,2,8,Nada
0,0,0,0.000,0,0.000,0,2015,2,9,Nada
0,0,0,0.000,0,0.000,0,2015,3,10,Nada
0,0,0,0.000,0,0.000,0,2015,3,11,Nada
0,0,0,0.000,0,0.000,0,2015,3,12,Nada
0,0,0,0.000,0,0.000,0,2015,3,13,Nada
0,0,0,0.000,0,0.000,0,2015,3,14,Nada
0,0,0,0.000,0,0.000,0,2015,4,15,Nada
0,0,0,0.000,0,0.000,0,2015,4,16,Nada
0,0,0,0.000,0,0.000,0,2015,4,17,Nada
0,0,0,0.000,0,0.000,0,2015,4,18,Nada
0,0,0,0.000,0,0.000,0,2015,5,19,Nada
0,0,0,0.000,0,0.000,0,2015,5,20,Nada
0,0,0,0.000,0,0.000,0,2015,5,21,Nada
0,0,0,0.000,0,0.000,0,2015,5,22,Nada
0,0,0,0.000,0,0.000,0,2015,5,23,Nada
0,0,0,0.000,0,0.000,0,2015,6,24,Nada
0,0,0,0.000,0,0.000,0,2015,6,25,Nada
