KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
0,0,0,0.000,0,0.000,0,2013,12,49,Nada
0,0,0,0.000,0,0.000,0,2013,12,50,Nada
5000,5000,2000,0.222,444,1.000,1,2013,12,51,Nada
0,0,0,0.000,0,12.000,0,2013,12,52,Nada
0,0,0,0.000,0,12.000,0,2013,12,53,Nada
5000,5000,2000,0.286,571,12.000,1,2014,1,1,Nada
0,0,0,0.000,0,9.000,0,2014,1,2,Nada
0,0,0,0.000,0,9.000,0,2014,1,3,Nada
0,0,0,0.000,0,9.000,0,2014,1,4,Nada
0,0,0,0.000,0,1.000,0,2014,1,5,Nada
0,0,0,0.000,0,1.000,0,2014,2,6,Nada
0,0,0,0.000,0,1.000,0,2014,2,7,Nada
5000,5000,2000,0.400,800,1.000,1,2014,2,8,Mucho
0,0,0,0.000,0,6.000,0,2014,2,9,Nada
5000,5000,2000,0.667,1333,6.000,1,2014,3,10,Nada
0,0,0,0.000,0,1.500,0,2014,3,11,Nada
0,0,0,0.000,0,3.000,0,2014,3,12,Nada
0,0,0,0.000,0,3.000,0,2014,3,13,Nada
5000,5000,2000,0.333,667,1.000,1,2014,3,14,Nada
5000,10000,4000,0.500,2000,15.000,2,2014,4,15,Medio
5000,10000,4000,1.000,4000,3.000,2,2014,4,16,Nada
0,0,0,0.000,0,0.600,0,2014,4,17,Nada
0,0,0,0.000,0,0.750,0,2014,4,18,Nada
0,0,0,0.000,0,1.500,0,2014,5,19,Nada
0,0,0,0.000,0,1.000,0,2014,5,20,Nada
10000,10000,4000,0.500,2000,1.000,2,2014,5,21,Nada
0,0,0,0.000,0,4.500,0,2014,5,22,Nada
0,0,0,0.000,0,4.500,0,2014,6,23,Nada
0,0,0,0.000,0,4.500,0,2014,6,24,Nada
5000,5000,2000,0.400,800,1.000,1,2014,6,25,Mucho
0,0,0,0.000,0,6.000,0,2014,6,26,Nada
0,0,0,0.000,0,9.000,0,2014,6,27,Nada
0,0,0,0.000,0,9.000,0,2014,7,28,Nada
5000,10000,4000,1.000,4000,1.000,2,2014,7,29,Mucho
0,0,0,0.000,0,1.500,0,2014,7,30,Nada
0,0,0,0.000,0,1.500,0,2014,7,31,Nada
0,0,0,0.000,0,9.000,0,2014,8,32,Nada
0,0,0,0.000,0,1.000,0,2014,8,33,Nada
0,0,0,0.000,0,1.000,0,2014,8,34,Nada
0,0,0,0.000,0,1.000,0,2014,8,35,Nada
0,0,0,0.000,0,1.000,0,2014,8,36,Nada
0,0,0,0.000,0,1.000,0,2014,9,37,Nada
0,0,0,0.000,0,1.000,0,2014,9,38,Nada
5000,10000,4000,0.400,1600,1.000,2,2014,9,39,Nada
0,0,0,0.000,0,6.000,0,2014,9,40,Nada
0,0,0,0.000,0,6.000,0,2014,10,41,Nada
5000,10000,4000,0.667,2667,6.000,2,2014,10,42,Medio
5000,5000,2000,0.667,1333,3.000,1,2014,10,43,Nada
0,0,0,0.000,0,1.000,0,2014,10,44,Nada
5000,5000,2000,2.000,4000,1.000,1,2014,11,45,Medio
0,0,0,0.000,0,0.000,0,2014,11,46,Nada
0,0,0,0.000,0,0.000,0,2014,11,47,Nada
0,0,0,0.000,0,0.000,0,2014,11,48,Nada
5000,5000,2000,0.500,1000,0.000,1,2014,11,49,Medio
5000,5000,2000,0.286,571,12.000,1,2014,12,50,Nada
5000,5000,2000,0.400,800,4.500,1,2014,12,51,Nada
5000,5000,2000,0.667,1333,2.000,1,2014,12,52,Nada
5000,5000,2000,2.000,4000,1.000,1,2014,12,53,Medio
0,0,0,0.000,0,0.000,0,2015,1,1,Nada
5000,10000,4000,0.400,1600,9.000,2,2015,1,2,Medio
0,0,0,0.000,0,4.000,0,2015,1,3,Nada
6667,20000,8000,2.000,16000,6.000,4,2015,1,4,Medio
0,0,0,0.000,0,0.000,0,2015,1,5,Nada
0,0,0,0.000,0,0.000,0,2015,2,6,Nada
5000,5000,1700,0.500,850,0.000,1,2015,2,7,Medio
5000,10000,3400,0.667,2267,12.000,2,2015,2,8,Medio
5000,5000,1700,0.667,1133,2.000,1,2015,2,9,Nada
5000,5000,1700,2.000,3400,0.750,1,2015,3,10,Medio
0,0,0,0.000,0,0.000,0,2015,3,11,Nada
0,0,0,0.000,0,0.000,0,2015,3,12,Nada
5000,10000,3400,1.333,4533,0.000,2,2015,3,13,Mucho
5000,5000,1700,0.400,680,4.500,1,2015,3,14,Nada
0,0,0,0.000,0,2.000,0,2015,4,15,Nada
0,0,0,0.000,0,2.000,0,2015,4,16,Nada
0,0,0,0.000,0,6.000,0,2015,4,17,Nada
0,0,0,0.000,0,1.000,0,2015,4,18,Nada
0,0,0,0.000,0,1.000,0,2015,5,19,Nada
0,0,0,0.000,0,1.000,0,2015,5,20,Nada
0,0,0,0.000,0,1.000,0,2015,5,21,Nada
5000,5000,1700,0.667,1133,1.000,1,2015,5,22,Mucho
0,0,0,0.000,0,3.000,0,2015,5,23,Nada
0,0,0,0.000,0,21.000,0,2015,6,24,Nada
0,0,0,0.000,0,21.000,0,2015,6,25,Nada
5000,5000,1700,0.154,262,1.000,1,2015,6,26,Nada
5000,5000,1700,0.118,200,18.000,1,2015,6,27,Nada
0,0,0,0.000,0,16.500,0,2015,7,28,Nada
5000,10000,3400,0.200,680,16.500,2,2015,7,29,Nada
