KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
42000,168000,61455,0.182,11174,10.286,4,2013,12,49,Nada
42000,42000,15364,0.051,788,5.455,1,2013,12,50,Nada
42000,84000,30727,0.083,2561,6.333,2,2013,12,51,Nada
42000,84000,30727,0.071,2195,12.429,2,2013,12,52,Nada
0,0,0,0.000,0,16.200,0,2013,12,53,Nada
42000,168000,61455,0.160,9833,20.250,4,2014,1,1,Nada
52500,210000,76818,0.244,18736,11.500,5,2014,1,2,Nada
52500,210000,76818,0.323,24780,6.000,5,2014,1,3,Nada
0,0,0,0.000,0,2.786,0,2014,1,4,Nada
42000,42000,15364,0.080,1229,3.900,1,2014,1,5,Nada
42000,42000,15364,0.087,1336,6.000,1,2014,2,6,Nada
42000,168000,61455,0.444,27313,16.500,4,2014,2,7,Nada
42000,168000,61455,0.800,49164,3.500,4,2014,2,8,Nada
105000,210000,76818,10.000,768182,1.000,5,2014,2,9,Medio
0,0,0,0.000,0,-0.462,0,2014,3,10,Nada
42000,126000,46091,0.113,5218,9.333,3,2014,3,11,Nada
42000,378000,138273,0.439,60705,9.375,9,2014,3,12,Nada
42000,210000,76818,0.370,28451,4.000,5,2014,3,13,Nada
42000,84000,30727,0.091,2793,1.941,2,2014,3,14,Nada
42000,126000,46091,0.095,4390,6.188,3,2014,4,15,Nada
45818,504000,184364,0.500,92182,9.000,12,2014,4,16,Nada
42000,210000,76818,0.137,10523,3.176,5,2014,4,17,Nada
35000,210000,76818,0.095,7316,8.250,5,2014,4,18,Nada
42000,84000,30727,0.041,1254,6.818,2,2014,5,19,Nada
42000,168000,61455,0.087,5344,12.000,4,2014,5,20,Nada
49000,294000,107545,0.173,18588,12.000,7,2014,5,21,Nada
49000,294000,107545,0.209,22472,8.538,7,2014,5,22,Nada
42000,504000,184364,0.500,92182,5.000,12,2014,6,23,Nada
42000,252000,92182,0.400,36873,2.077,6,2014,6,24,Nada
42000,126000,46091,0.286,13169,1.440,3,2014,6,25,Nada
38000,228000,68182,0.061,4132,1.286,6,2014,6,26,Nada
35286,494000,147727,0.071,10523,37.800,13,2014,6,27,Nada
38000,304000,90909,0.047,4228,24.000,8,2014,7,28,Nada
38000,304000,90909,0.049,4435,18.667,8,2014,7,29,Nada
