KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,SEMANA,RESULTADO
0,0,0,0.000,0,0.000,0,2013,12,49,Nada
0,0,0,0.000,0,0.000,0,2013,12,50,Nada
6500,26000,12363,1.000,12363,0.000,4,2013,12,51,Mucho
6500,52000,15636,2.000,31272,6.000,8,2013,12,52,Medio
0,0,0,0.000,0,0.000,0,2013,12,53,Nada
0,0,0,0.000,0,0.000,0,2014,1,1,Nada
6500,26000,7818,-2.000,-15636,0.000,4,2014,1,2,Nada
6964,97500,29317,6.000,175903,-3.000,15,2014,1,3,Mucho
6882,117000,35180,1.286,45232,1.421,18,2014,1,4,Mucho
6906,110500,33226,1.619,53795,1.541,17,2014,1,5,Nada
0,0,0,0.000,0,0.120,0,2014,2,6,Nada
0,0,0,0.000,0,0.171,0,2014,2,7,Nada
0,0,0,0.000,0,0.353,0,2014,2,8,Nada
8125,32500,9773,0.526,5143,1.000,5,2014,2,9,Mucho
7000,91000,27363,1.400,38308,10.200,14,2014,3,10,Medio
6663,266500,80135,16.400,1314206,0.474,41,2014,3,11,Mucho
0,0,0,0.000,0,0.100,0,2014,3,12,Nada
7000,42000,13182,1.500,19773,0.109,6,2014,3,13,Mucho
7000,63000,18614,6.000,111682,0.383,9,2014,3,14,Mucho
7467,112000,36954,-16.000,-591265,-0.600,16,2014,4,15,Nada
8077,105000,36818,4.286,157789,0.097,15,2014,4,16,Mucho
7000,49000,17182,2.800,48108,0.450,7,2014,4,17,Mucho
8400,42000,14727,1.000,14727,-0.079,6,2014,4,18,Mucho
8167,98000,34363,2.333,80180,1.393,14,2014,5,19,Medio
8000,56000,19636,-1.600,-31418,-0.111,8,2014,5,20,Nada
6222,56000,17705,-1.600,-28328,-0.964,8,2014,5,21,Nada
7000,14000,4136,0.250,1034,-0.100,2,2014,5,22,Nada
7000,42000,12409,0.429,5318,2.833,6,2014,6,23,Nada
7000,42000,12409,0.300,3723,2.063,6,2014,6,24,Nada
6750,40500,10910,0.231,2518,6.214,6,2014,6,25,Nada
7800,39000,9410,0.293,2754,3.833,6,2014,6,26,Nada
6500,45500,10978,0.311,3415,3.000,7,2014,6,27,Nada
6500,91000,21955,0.700,15369,4.263,14,2014,7,28,Nada
7682,84500,20387,2.000,40774,1.444,13,2014,7,29,Medio
6500,26000,6273,0.500,3136,0.000,4,2014,7,30,Medio
6500,104000,25092,2.000,50183,1.548,16,2014,7,31,Medio
6500,45500,10978,1.077,11822,0.000,7,2014,8,32,Mucho
6500,52000,12546,0.889,11152,1.444,8,2014,8,33,Medio
7222,65000,15682,0.833,13069,0.484,10,2014,8,34,Mucho
6500,104000,25092,1.455,36498,2.280,16,2014,8,35,Medio
6500,19500,4705,2.000,9410,0.265,3,2014,8,36,Mucho
6500,19500,4705,0.207,973,0.000,3,2014,9,37,Nada
7313,58500,14114,0.367,5185,3.955,9,2014,9,38,Nada
6500,130000,31365,2.000,62730,4.000,20,2014,9,39,Nada
0,0,0,0.000,0,0.000,0,2014,9,40,Nada
6500,52000,12546,0.308,3860,0.000,8,2014,10,41,Nada
6795,149500,36070,0.568,20484,5.571,23,2014,10,42,Medio
6500,91000,21955,0.636,13972,2.806,14,2014,10,43,Nada
6500,97500,23524,2.000,47047,1.000,15,2014,10,44,Medio
6500,19500,4705,-2.000,-9409,0.000,3,2014,11,45,Nada
6500,97500,23524,10.000,235238,-0.281,15,2014,11,46,Mucho
6882,117000,28228,2.571,72588,0.545,18,2014,11,47,Mucho
6500,91000,21955,0.667,14637,0.667,14,2014,11,48,Mucho
7091,156000,37638,1.091,41060,2.170,24,2014,11,49,Nada
6724,195000,47047,6.000,282283,0.536,30,2014,12,50,Mucho
10833,32500,7841,-2.000,-15682,0.000,5,2014,12,51,Nada
6964,97500,17726,0.857,15194,-0.254,15,2014,12,52,Mucho
6500,13000,2363,0.051,121,2.400,2,2014,12,53,Nada
5571,39000,7090,0.171,1216,5.182,6,2015,1,1,Nada
6933,208000,37816,2.000,75632,4.174,32,2015,1,2,Medio
6500,39000,7091,0.353,2503,0.000,6,2015,1,3,Nada
7429,156000,28362,1.091,30940,2.318,24,2015,1,4,Nada
8125,97500,17726,6.000,106358,0.484,15,2015,1,5,Mucho
7000,91000,16544,1.400,23162,-0.333,14,2015,2,6,Mucho
6783,156000,28362,1.846,52360,1.415,24,2015,2,7,Mucho
6500,58500,10636,0.545,5801,0.057,9,2015,2,8,Medio
6500,97500,17726,0.612,10853,2.043,15,2015,2,9,Nada
6964,97500,17726,0.508,9013,1.063,15,2015,3,10,Mucho
6500,65000,11818,0.270,3194,3.231,10,2015,3,11,Nada
6825,136500,24817,0.977,24240,2.400,21,2015,3,12,Nada
8667,52000,9454,0.302,2854,0.717,8,2015,3,13,Nada
6500,117000,21272,0.545,11603,3.231,18,2015,3,14,Medio
6500,65000,11818,0.526,6220,1.532,10,2015,4,15,Nada
6500,78000,14181,0.600,8509,1.167,12,2015,4,16,Mucho
7000,91000,16544,0.737,12191,1.950,14,2015,4,17,Nada
6500,65000,11817,0.370,4377,1.000,10,2015,4,18,Nada
6500,65000,11818,0.270,3194,3.500,10,2015,5,19,Nada
6500,58500,10636,0.269,2857,2.824,9,2015,5,20,Nada
6500,65000,11817,0.333,3939,3.621,10,2015,5,21,Nada
6500,65000,11817,0.500,5909,2.586,10,2015,5,22,Nada
